id,student_id,program,grade,status,age,attendance_rate,quiz_score,exams_score,performance_task,activities,final_grade,gpa
497,2025-170536,BSIT,72.82587,0,24,60.38,80.67046,73.5416,71.49515,35.78133,72.82587,2.0654
498,2025-798254,BSDSA,75.01732,0,21,63.25,68.53861,72.59914,73.78261,45.0029,75.01732,2.12722
499,2025-227125,BSIT,74.79244,0,24,63.96,71.95123,82.53339,67.53621,46.52971,74.79244,1.98147
500,2025-407370,BSIT,72.65008,0,19,41.73,66.71245,72.38123,76.30371,36.25992,72.65008,2.2684
501,2025-898033,BSCS,72.72111,0,19,54.05,69.65286,69.06775,77.61143,33.66842,72.72111,2.23423
502,2025-711764,BSIT,72.74589,0,18,61.85,70.84119,58.74924,79.15602,50.0,72.74589,2.31695
503,2025-527525,BSDSA,72.49633,0,20,93.35,100.0,86.15888,56.9645,48.73255,72.49633,1.63275
504,2025-686155,BSIT,75.89219,0,21,78.65,86.48576,99.25555,55.15333,45.56525,75.89219,1.58817
505,2025-115136,BSCS,74.22154,0,25,42.4,82.68176,64.89185,75.72043,34.50421,74.22154,2.2027
506,2025-851134,BLIS,71.07185,0,25,68.49,94.80199,73.63739,68.02389,32.9489,71.07185,1.94683
507,2025-214667,BSIT,75.06338,0,22,57.82,65.69376,91.78937,66.15013,41.06363,75.06338,1.94068
508,2025-676726,BSCS,72.84827,0,19,41.22,81.62569,61.49958,77.27009,38.29336,72.84827,2.27855
509,2025-434777,BSIT,72.98251,0,21,97.67,100.0,82.70411,58.8875,50.0,72.98251,1.64915
510,2025-725688,BSIT,74.86346,0,23,69.39,79.58298,95.44947,58.67789,50.0,74.86346,1.74257
511,2025-677798,BSDSA,72.32189,0,21,62.46,60.98584,96.06476,65.90071,40.50686,72.32189,1.95235
512,2025-276557,BSDSA,73.82747,0,25,61.31,84.82474,79.16347,66.29284,45.24642,73.82747,1.94496
513,2025-290648,BSCS,74.48331,0,20,93.32,81.37485,86.44107,62.8559,50.0,74.48331,1.7467
514,2025-114357,BSIT,75.29729,0,20,55.01,63.94526,63.53835,81.67225,39.43499,75.29729,2.30118
515,2025-261651,BSCS,77.60941,1,20,93.92,85.00478,100.0,55.8993,45.73104,77.60941,1.50253
516,2025-759550,BSIT,72.63918,0,23,73.48,94.78076,71.20549,68.60317,39.94924,72.63918,1.93114
517,2025-151004,BSIT,73.14869,0,19,79.86,83.57726,89.02792,63.63805,37.3198,73.14869,1.77323
518,2025-929250,BLIS,71.75544,0,18,48.5,75.62831,77.96519,72.84113,30.97653,71.75544,2.1173
519,2025-654921,BSIT,75.82589,0,20,46.68,85.97223,81.44356,67.73248,32.47953,75.82589,1.93497
520,2025-771906,BSIT,73.13204,0,25,53.56,69.21596,75.50355,74.49615,38.79703,73.13204,2.15588
521,2025-949392,BSIT,77.22483,1,23,92.76,93.81846,92.30712,56.59127,50.0,77.22483,1.53513
522,2025-564477,BSCS,76.00743,1,23,45.38,74.38734,53.41719,84.41736,37.48,76.00743,2.36626
523,2025-122205,BSCS,76.45551,1,24,43.29,70.69483,77.82753,73.09832,38.82191,76.45551,2.10406
524,2025-655531,BLIS,73.28322,0,24,76.57,87.56788,88.51633,61.06507,47.06439,73.28322,1.75845
525,2025-550428,BSCS,72.76979,0,22,99.41,100.0,100.0,51.03502,50.0,72.76979,1.43804
526,2025-640966,BSDSA,76.89448,1,23,79.97,95.3069,100.0,53.52828,44.97964,76.89448,1.48735
527,2025-814562,BSCS,73.32124,0,23,43.22,71.55237,55.01606,86.40904,29.11828,73.32124,2.42137
528,2025-114554,BSCS,72.40712,0,20,77.51,87.70883,85.47882,65.63616,33.81569,72.40712,1.80403
529,2025-861217,BSCS,75.41537,0,19,51.28,81.72899,66.12637,77.93953,30.12109,75.41537,2.14089
530,2025-343337,BSCS,75.01018,0,23,52.52,81.83412,93.20946,62.90575,37.94494,75.01018,1.81657
531,2025-491326,BSCS,73.87266,0,21,49.37,54.17527,86.67858,73.60756,42.31366,73.87266,2.14701
532,2025-541408,BSCS,75.49547,0,18,47.1,99.24088,78.6309,63.55056,45.39205,75.49547,1.86617
533,2025-306709,BSIT,72.61894,0,20,42.91,56.47998,71.1968,81.91929,36.31421,72.61894,2.36026
534,2025-375863,BSDSA,75.48711,0,24,75.86,100.0,83.90986,59.78992,50.0,75.48711,1.68185
535,2025-707514,BSDSA,75.32612,0,23,97.42,91.48671,100.0,54.32565,50.0,75.32612,1.47321
536,2025-771357,BSIT,73.57908,0,18,67.21,94.48564,83.57983,64.64249,35.76456,73.57908,1.79505
537,2025-433057,BSCS,77.40035,1,22,54.63,67.38201,62.75176,81.85281,42.58633,77.40035,2.251
538,2025-939990,BSIT,73.61514,0,25,55.38,74.71774,78.65109,72.09293,40.85304,73.61514,2.05908
539,2025-816685,BSCS,70.44706,0,19,54.52,64.26257,71.44028,79.612,36.97351,70.44706,2.28338
540,2025-200626,BSCS,77.52757,1,18,62.92,71.09114,82.24705,70.42043,46.4806,77.52757,1.95219
541,2025-875863,BSIT,74.87366,0,25,72.7,88.75125,87.15182,63.46238,43.17203,74.87366,1.75539
542,2025-206884,BSCS,73.21802,0,19,52.79,77.5056,71.74462,76.15858,35.18327,73.21802,2.13637
543,2025-957963,BLIS,76.17544,1,24,57.6,85.371,71.72187,71.10378,49.48652,76.17544,2.00716
544,2025-434967,BSCS,76.04004,1,19,93.26,100.0,97.29193,53.8742,50.0,76.04004,1.44282
545,2025-698556,BSIT,75.29275,0,23,40.28,82.00256,78.468,70.13582,42.75921,75.29275,2.03656
546,2025-240147,BSCS,72.66183,0,25,47.92,87.47456,79.11957,70.19078,33.09674,72.66183,1.9965
547,2025-849016,BSCS,74.68365,0,22,44.71,71.19734,63.62489,82.99131,32.36534,74.68365,2.29314
548,2025-560054,BSIT,74.61916,0,19,80.91,94.38438,81.80796,65.59409,39.16317,74.61916,1.74568
549,2025-680683,BSCS,76.96325,1,23,67.8,82.88305,75.5923,71.19617,43.96081,76.96325,1.92722
550,2025-421192,BSCS,74.83821,0,19,47.91,91.65985,71.23124,70.93933,43.29616,74.83821,2.02289
551,2025-508198,BSDSA,75.39432,0,24,59.36,66.814,66.19886,80.24113,47.47136,75.39432,2.22735
552,2025-544589,BSCS,76.25383,1,24,92.88,89.53657,89.55474,62.15561,45.78134,76.25383,1.61747
553,2025-900224,BSCS,75.99487,0,24,46.34,57.47928,85.09971,76.96697,31.14356,75.99487,2.11769
554,2025-643671,BLIS,77.64104,1,18,41.65,66.15494,70.13105,79.52181,43.04547,77.64104,2.22033
555,2025-873819,BSIT,75.19039,0,18,67.78,88.26115,87.22461,63.07704,50.0,75.19039,1.77305
556,2025-832088,BSIT,73.314,0,22,55.37,77.98423,74.96298,75.06779,36.18231,73.314,2.08207
557,2025-854005,BSDSA,77.6101,1,21,84.11,71.88247,100.0,61.62671,50.0,77.6101,1.64674
558,2025-987518,BSDSA,73.92744,0,22,64.3,83.78971,76.89933,71.37729,41.25559,73.92744,1.96685
559,2025-768166,BLIS,73.4626,0,25,70.39,87.2361,77.14364,71.70816,33.88772,73.4626,1.91943
560,2025-424928,BSDSA,76.81915,1,25,52.26,80.00601,74.06853,74.27497,39.79049,76.81915,2.03298
561,2025-871095,BSCS,74.95541,0,19,46.99,70.92551,69.42329,80.31421,35.12579,74.95541,2.21227
562,2025-571604,BSCS,74.41537,0,21,50.37,80.09122,84.51896,71.29164,28.99877,74.41537,1.95292
563,2025-720957,BSIT,75.73018,0,22,64.89,73.4981,77.25854,76.75448,29.9404,75.73018,2.01367
564,2025-695441,BLIS,77.87403,1,24,42.7,86.32872,60.33081,79.59472,38.97266,77.87403,2.16862
565,2025-176117,BSCS,76.53918,1,19,74.4,85.80611,72.93966,72.30513,44.82336,76.53918,1.91605
566,2025-249107,BSCS,73.12771,0,19,59.24,86.0094,78.76634,71.23245,35.31547,73.12771,1.95973
567,2025-740915,BSIT,75.49844,0,24,83.32,85.66883,79.57685,68.43952,47.98093,75.49844,1.81847
568,2025-983242,BSDSA,75.69493,0,19,44.37,75.09026,54.37738,85.03737,43.97292,75.69493,2.35815
569,2025-888907,BSCS,74.20679,0,21,72.26,97.22872,89.91384,61.03048,42.06558,74.20679,1.66686
570,2025-946422,BSCS,78.74132,1,25,65.43,91.03244,77.78073,67.53939,49.24662,78.74132,1.81679
571,2025-161321,BSIT,77.07642,1,22,77.15,72.4969,89.64708,67.70047,46.64272,77.07642,1.80244
572,2025-545576,BSCS,75.91358,0,18,87.31,98.74325,100.0,54.06783,50.0,75.91358,1.4462
573,2025-954512,BSCS,76.58081,1,25,67.92,75.90125,81.37613,71.43487,44.31585,76.58081,1.9193
574,2025-797420,BSDSA,78.39715,1,22,83.15,100.0,89.66291,59.0646,49.5664,78.39715,1.53709
575,2025-291454,BSCS,74.24464,0,18,71.58,85.16295,75.76005,70.88097,47.68301,74.24464,1.93534
576,2025-398406,BSIT,76.59181,1,25,51.72,65.6104,45.97977,93.79705,36.96473,76.59181,2.49101
577,2025-956315,BSCS,75.93375,0,21,65.78,81.34487,87.48143,69.83563,29.48006,75.93375,1.8214
578,2025-408585,BSIT,74.8824,0,19,55.23,75.98777,92.36257,66.75128,41.05536,74.8824,1.86471
579,2025-884890,BSDSA,76.01949,1,21,65.64,92.7859,82.07966,65.58738,47.48804,76.01949,1.79389
580,2025-109068,BSCS,76.53827,1,21,85.53,100.0,94.89581,57.33475,45.98425,76.53827,1.49452
581,2025-946245,BSCS,76.72642,1,21,49.16,67.17494,76.34451,77.87033,39.1018,76.72642,2.1222
582,2025-802015,BSIT,76.70853,1,19,97.58,100.0,97.90804,55.44984,48.14556,76.70853,1.40745
583,2025-981721,BSIT,74.09925,0,23,61.3,100.0,81.57885,63.29032,49.99966,74.09925,1.79027
584,2025-488144,BLIS,74.54188,0,19,48.42,67.78454,64.05944,84.8963,34.17547,74.54188,2.30266
585,2025-811045,BSDSA,77.06523,1,20,66.09,74.87774,82.76432,73.0082,36.22161,77.06523,1.9104
586,2025-846841,BSDSA,75.6355,0,18,51.31,74.32897,83.00705,74.77932,27.96266,75.6355,1.99388
587,2025-244924,BSDSA,75.29335,0,20,45.22,80.79413,97.45224,65.6073,28.23897,75.29335,1.79865
588,2025-771304,BSCS,77.08489,1,25,42.71,76.06707,85.18137,68.85469,50.0,77.08489,1.96509
589,2025-492046,BLIS,80.09254,1,19,58.25,85.81429,87.05024,67.0924,39.74058,80.09254,1.7544
590,2025-920644,BSIT,75.8167,0,20,54.69,76.11985,62.59318,82.94275,36.49053,75.8167,2.2081
591,2025-742694,BSIT,75.62721,0,20,65.3,95.02676,95.52226,60.64693,37.53024,75.62721,1.62228
592,2025-326009,BSIT,78.61957,1,20,50.54,74.40921,49.73314,90.46097,34.26343,78.61957,2.34786
593,2025-508942,BSCS,78.45674,1,24,57.01,82.29769,78.76324,73.63756,34.00619,78.45674,1.91311
594,2025-983610,BSCS,74.66329,0,22,67.71,84.21314,79.92309,72.95895,31.79905,74.66329,1.90177
595,2025-546253,BLIS,77.3479,1,23,56.3,69.65173,85.41845,72.61167,41.65321,77.3479,1.955
596,2025-704831,BSIT,75.82951,0,25,43.15,69.16088,71.2913,81.6185,32.83374,75.82951,2.20535
597,2025-328019,BSCS,78.0588,1,23,88.98,96.55041,100.0,56.15315,47.36967,78.0588,1.42274
598,2025-924464,BSIT,75.82782,0,19,76.86,100.0,77.7567,67.28436,42.2533,75.82782,1.74623
599,2025-929691,BSCS,76.48448,1,24,60.45,66.95651,81.43644,75.81652,40.27809,76.48448,2.02156
600,2025-227305,BSIT,76.27036,1,23,40.88,57.46051,94.62165,74.18503,29.86022,76.27036,2.02101
601,2025-747634,BLIS,75.15512,0,21,54.85,67.82033,71.86747,79.69752,44.08657,75.15512,2.17315
602,2025-147850,BSCS,78.72766,1,25,52.31,81.93055,67.78105,77.85476,42.44476,78.72766,2.0623
603,2025-520797,BSIT,77.97464,1,21,49.43,89.63592,61.06399,78.88914,42.66753,77.97464,2.10483
604,2025-301733,BLIS,76.93204,1,25,70.26,85.47198,72.89425,73.70548,45.38722,76.93204,1.92954
605,2025-638048,BSIT,78.86221,1,18,68.68,71.15155,72.43465,79.2933,40.09177,78.86221,2.02506
606,2025-390209,BSCS,76.93324,1,21,99.43,95.1621,100.0,56.33425,50.0,76.93324,1.41005
607,2025-755239,BSCS,75.99382,0,21,81.48,75.67136,94.76594,67.539,36.37917,75.99382,1.71562
608,2025-149043,BSCS,76.62522,1,20,48.71,62.28319,61.71951,88.29824,36.00029,76.62522,2.34026
609,2025-832023,BSIT,78.06509,1,20,76.66,77.60646,80.02997,72.57031,46.36179,78.06509,1.86311
610,2025-763584,BSIT,76.43064,1,22,80.05,82.73588,93.47784,63.85815,48.65575,76.43064,1.67329
611,2025-993743,BSIT,74.36635,0,21,50.34,81.44159,56.75889,84.55823,38.9345,74.36635,2.27614
612,2025-139557,BSIT,78.78261,1,20,85.06,100.0,100.0,55.82943,46.90992,78.78261,1.39924
613,2025-768009,BSCS,76.66637,1,24,56.51,91.40929,75.25145,71.58572,42.91572,76.66637,1.91301
614,2025-553589,BSCS,73.94121,0,18,61.17,91.91668,63.30231,78.26247,38.78425,73.94121,2.0773
615,2025-824528,BSCS,77.26312,1,22,99.38,100.0,79.68254,65.40802,50.0,77.26312,1.61008
616,2025-953959,BSCS,76.20767,1,23,53.86,68.42868,74.64496,77.91781,47.41666,76.20767,2.12207
617,2025-603890,BSCS,77.12896,1,22,76.64,88.39172,100.0,60.20473,42.7975,77.12896,1.55224
618,2025-448696,BSIT,76.91878,1,21,53.4,68.17792,74.79281,81.16992,31.40161,76.91878,2.11276
619,2025-485659,BSIT,76.83306,1,24,57.24,77.16603,71.79697,79.07078,35.96611,76.83306,2.06282
620,2025-599747,BSIT,79.18303,1,22,74.75,85.69644,95.80575,61.75552,50.0,79.18303,1.59883
621,2025-564215,BLIS,78.52066,1,25,80.15,91.87046,95.99846,61.99481,39.31847,78.52066,1.53612
622,2025-928438,BSCS,77.76547,1,23,88.44,95.47701,85.52252,64.24253,48.96454,77.76547,1.61191
623,2025-955549,BSIT,75.81062,0,24,48.32,79.11478,63.20782,83.09431,35.25284,75.81062,2.20234
624,2025-946514,BSCS,76.23001,1,20,42.0,72.77008,91.03443,72.43084,28.74277,76.23001,1.93775
625,2025-923229,BSCS,75.14013,0,19,50.34,61.50839,70.14321,83.82155,41.05037,75.14013,2.26261
626,2025-301489,BLIS,77.12167,1,25,45.27,54.90227,90.55679,77.75032,30.38985,77.12167,2.05907
627,2025-167599,BSIT,76.40791,1,23,55.16,68.45548,74.29182,79.38095,42.75461,76.40791,2.11769
628,2025-890142,BSIT,76.80298,1,20,64.28,88.45347,89.5887,64.62329,48.44856,76.80298,1.73134
629,2025-762691,BSIT,75.1943,0,25,47.31,90.34707,89.56216,67.64804,31.23251,75.1943,1.81013
630,2025-943169,BSCS,77.84615,1,23,46.07,75.81622,80.24014,76.81471,30.69378,77.84615,2.00077
631,2025-198587,BSDSA,78.27312,1,19,95.72,85.18976,100.0,60.29605,50.0,78.27312,1.48323
632,2025-196877,BSCS,77.42914,1,21,78.3,89.4968,83.55147,67.9618,46.3842,77.42914,1.72934
633,2025-609745,BSCS,75.57964,0,19,62.02,90.01741,94.09342,62.68698,45.6591,75.57964,1.69339
634,2025-100641,BSIT,78.42775,1,25,57.36,69.91836,82.55534,74.54732,45.57449,78.42775,1.96571
635,2025-461858,BSIT,75.98183,0,18,62.48,88.13306,92.29776,65.47232,39.42439,75.98183,1.72173
636,2025-176080,BSDSA,75.50765,0,18,63.63,81.31536,74.24544,75.49055,45.02874,75.50765,1.99589
637,2025-294733,BSIT,76.59244,1,20,55.09,87.65395,79.03797,71.98791,41.2585,76.59244,1.90447
638,2025-104277,BSIT,77.70876,1,25,61.12,74.86763,70.47728,79.90942,42.23762,77.70876,2.06751
639,2025-731974,BSCS,79.12631,1,25,48.91,75.20324,75.38776,78.36708,37.58632,79.12631,2.03206
640,2025-263655,BSCS,76.07666,1,23,57.72,77.54242,81.45533,74.15032,40.21146,76.07666,1.95409
641,2025-158738,BSIT,75.44539,0,20,62.58,77.67859,97.65939,65.75778,41.70219,75.44539,1.74921
642,2025-307148,BLIS,77.71665,1,23,41.06,87.96261,58.30169,84.0204,33.63639,77.71665,2.18897
643,2025-946154,BSIT,79.19854,1,20,73.62,78.79973,76.55128,74.39635,49.91754,79.19854,1.88933
644,2025-720692,BSCS,79.29759,1,21,51.16,68.16011,81.97299,75.13253,48.76011,79.29759,1.99764
645,2025-287910,BLIS,74.61254,0,22,60.56,71.04345,99.85885,66.2196,44.93722,74.61254,1.79731
646,2025-343034,BSCS,76.08199,1,23,67.09,68.1122,91.48738,71.70637,43.11462,76.08199,1.87158
647,2025-220694,BSIT,76.99799,1,19,45.98,74.10199,74.57056,79.62181,36.8509,76.99799,2.09645
648,2025-310701,BSCS,77.22892,1,18,74.27,86.34358,91.77699,66.38882,41.81347,77.22892,1.67518
649,2025-297173,BSIT,77.73635,1,24,79.57,99.53491,97.6967,57.84119,50.0,77.73635,1.4693
650,2025-820400,BSDSA,78.27521,1,18,57.14,93.57794,88.41594,65.21016,45.55117,78.27521,1.70942
651,2025-184335,BSCS,76.71275,1,24,72.4,84.06118,67.88935,78.12198,46.67797,76.71275,1.99583
652,2025-183540,BSIT,78.23401,1,18,67.38,72.42608,75.83569,79.84094,36.36585,78.23401,1.9893
653,2025-777610,BLIS,76.58965,1,20,81.75,81.99695,88.37246,68.41504,48.06602,76.58965,1.73112
654,2025-169959,BSIT,79.3875,1,24,70.71,80.72192,74.84372,75.18428,50.0,79.3875,1.90306
655,2025-778871,BSIT,77.72506,1,23,51.86,71.49315,51.88573,90.54244,44.5643,77.72506,2.35439
656,2025-702527,BSCS,79.4658,1,19,76.28,69.03745,93.83164,70.01828,46.2621,79.4658,1.74515
657,2025-641645,BSDSA,79.51559,1,20,68.22,82.33101,92.23271,68.6946,36.9813,79.51559,1.68943
658,2025-725575,BLIS,77.14492,1,24,59.58,84.82052,76.70118,75.6774,37.43714,77.14492,1.92838
659,2025-187347,BSIT,76.07628,1,19,62.2,65.18345,90.69474,72.86437,46.02037,76.07628,1.92418
660,2025-927912,BSIT,77.08491,1,18,77.3,78.24451,83.53146,72.65336,45.63457,77.08491,1.82911
661,2025-804196,BSCS,77.26842,1,18,51.72,68.6619,74.44787,81.34084,39.75636,77.26842,2.11416
662,2025-402130,BSIT,78.47576,1,19,76.09,100.0,100.0,58.63153,42.78268,78.47576,1.44003
663,2025-766015,BLIS,79.19066,1,23,79.15,70.58422,88.10804,72.16483,49.49217,79.19066,1.79438
664,2025-619326,BSIT,77.27401,1,24,84.22,93.86068,81.04304,68.66148,50.0,77.27401,1.70333
665,2025-762360,BSIT,79.04088,1,20,69.52,92.79617,75.05569,73.14731,45.57805,79.04088,1.81423
666,2025-412061,BLIS,77.85743,1,24,49.0,72.83617,72.07372,83.0489,34.08342,77.85743,2.11071
667,2025-387117,BSCS,77.44556,1,21,58.29,67.00917,94.73098,74.25692,30.23665,77.44556,1.85487
668,2025-918754,BSIT,78.66991,1,22,84.6,98.41162,72.86291,73.84876,39.99779,78.66991,1.74123
669,2025-962465,BLIS,78.53872,1,18,59.05,70.95586,65.64971,86.13042,38.09533,78.53872,2.15174
670,2025-142337,BSIT,78.42429,1,19,55.39,76.15894,77.82717,78.50981,37.98796,78.42429,1.98045
671,2025-407491,BSIT,75.34265,0,23,56.66,62.63509,92.10573,74.97638,40.44131,75.34265,1.96153
672,2025-481114,BSCS,80.82162,1,25,72.47,77.10672,86.66661,72.8216,43.2283,80.82162,1.76012
673,2025-299564,BSIT,76.02147,1,20,58.65,71.08524,87.37434,74.22774,43.57416,76.02147,1.93188
674,2025-177278,BSIT,77.7678,1,25,76.93,99.28674,67.4533,74.88777,47.77565,77.7678,1.84426
675,2025-587805,BSCS,77.89506,1,24,63.76,71.53173,83.10605,77.92757,35.1046,77.89506,1.92911
676,2025-905684,BSIT,81.75587,1,24,56.7,80.09495,99.5255,66.81261,36.90376,81.75587,1.63004
677,2025-700938,BSIT,77.67162,1,23,72.12,85.16975,88.3068,71.46471,34.3112,77.67162,1.72773
678,2025-965484,BSDSA,79.66067,1,23,48.9,75.28683,74.64241,78.1683,50.0,79.66067,2.03183
679,2025-275339,BSIT,80.98283,1,25,60.12,78.04806,75.02816,78.13386,45.1883,80.98283,1.93907
680,2025-173512,BSCS,77.7524,1,25,63.44,92.04168,86.52939,69.25682,40.19485,77.7524,1.72752
681,2025-216625,BSCS,77.71851,1,19,67.05,81.08373,83.5387,74.11807,39.83714,77.71851,1.83717
682,2025-966627,BSCS,79.94796,1,21,78.31,79.24909,94.02801,67.45897,50.0,79.94796,1.64526
683,2025-739764,BSIT,78.33967,1,20,56.14,76.54996,84.58233,74.5831,42.3826,78.33967,1.89462
684,2025-242214,BSCS,76.5145,1,20,90.38,100.0,100.0,58.71804,48.003,76.5145,1.41425
685,2025-937571,BSIT,77.19498,1,22,61.03,78.09262,87.20254,75.79152,27.85026,77.19498,1.84959
686,2025-110341,BSIT,74.24782,0,19,40.84,76.33517,85.10878,77.37782,27.85063,74.24782,2.01669
687,2025-697876,BSIT,82.18614,1,20,57.52,76.91326,79.9707,78.10068,36.53425,82.18614,1.87999
688,2025-279842,BSCS,79.50123,1,22,98.25,96.77639,86.07094,66.92678,47.71008,79.50123,1.52792
689,2025-341524,BSCS,76.51694,1,23,48.58,72.86731,70.34939,85.03877,32.51563,76.51694,2.15428
690,2025-198768,BSIT,77.51251,1,23,45.7,84.6222,55.66162,87.38351,39.98334,77.51251,2.23208
691,2025-950705,BSCS,77.27402,1,24,74.46,85.46709,70.48061,80.08447,38.23829,77.27402,1.93627
692,2025-562605,BSCS,76.99743,1,24,48.32,62.53154,79.97288,81.6301,41.29956,76.99743,2.11483
693,2025-152125,BSCS,77.0053,1,22,42.34,82.92829,68.98459,81.75011,37.8796,77.0053,2.10731
694,2025-422195,BSCS,81.11257,1,23,44.2,72.24303,74.91305,82.53545,35.36339,81.11257,2.0485
695,2025-490115,BSCS,78.93686,1,21,97.04,84.94046,69.55382,79.85552,43.19758,78.93686,1.83468
696,2025-764751,BLIS,80.71759,1,25,87.09,87.99586,98.49707,63.98683,46.24358,80.71759,1.47423
697,2025-375800,BSDSA,81.49716,1,24,84.44,100.0,92.53775,63.87618,43.7528,81.49716,1.44783
698,2025-139174,BSCS,80.99733,1,19,71.15,84.75642,98.18309,66.37568,40.40489,80.99733,1.56319
699,2025-427077,BSCS,80.18713,1,25,84.01,88.12112,69.39376,77.95012,49.54126,80.18713,1.84327
700,2025-565484,BSDSA,78.12893,1,22,74.0,94.70771,78.39794,73.27103,40.69159,78.12893,1.7555
701,2025-908552,BSCS,76.98994,1,20,67.41,82.83057,91.39039,69.1163,47.23374,76.98994,1.73919
702,2025-364230,BSIT,78.55055,1,18,87.87,99.90291,89.35378,66.01577,42.55768,78.55055,1.52024
703,2025-872371,BSIT,78.45585,1,22,51.38,88.91866,81.98368,74.3825,35.69665,78.45585,1.84403
704,2025-321566,BSIT,78.55601,1,24,70.07,81.51733,65.68984,83.94066,40.28928,78.55601,2.02241
705,2025-977617,BSIT,75.33874,0,23,42.45,47.72605,61.44649,99.87163,21.93738,75.33874,2.50561
706,2025-741165,BSDSA,79.90281,1,23,55.95,67.4399,75.17272,81.73502,48.85024,79.90281,2.05616
707,2025-572672,BSDSA,79.68362,1,21,53.81,99.67827,74.30694,73.7884,42.5669,79.68362,1.82071
708,2025-791649,BSIT,77.98862,1,25,42.46,71.77176,76.22249,82.08089,38.18852,77.98862,2.0935
709,2025-461353,BSCS,81.45365,1,24,97.48,98.95954,95.68479,61.8645,50.0,81.45365,1.36693
710,2025-470030,BSCS,76.12445,1,24,64.76,77.06979,94.42931,72.36347,33.69721,76.12445,1.77326
711,2025-617996,BLIS,78.77837,1,22,58.49,85.76403,74.37241,78.45946,40.38566,78.77837,1.927
712,2025-802613,BSDSA,79.68061,1,20,67.75,87.10189,80.69757,74.4826,42.47638,79.68061,1.78892
713,2025-162643,BSCS,78.60909,1,19,47.56,79.10191,73.13862,81.65868,37.58426,78.60909,2.04154
714,2025-879908,BSDSA,80.32016,1,22,65.78,85.64844,96.78969,66.92859,42.32726,80.32016,1.60509
715,2025-504179,BSCS,77.83263,1,19,52.73,74.32125,68.19522,83.81522,46.60167,77.83263,2.13085
716,2025-230308,BSIT,80.20961,1,24,57.29,87.28726,64.75157,84.71665,31.3894,80.20961,2.01217
717,2025-132533,BLIS,80.5896,1,21,51.79,70.67,74.70014,82.70166,41.52286,80.5896,2.04164
718,2025-826942,BSCS,79.22708,1,24,44.71,69.28106,78.91514,80.79186,42.75991,79.22708,2.0523
719,2025-273017,BSIT,77.65731,1,24,46.25,63.45174,91.09836,78.87504,30.78864,77.65731,1.97169
720,2025-578907,BSCS,77.79669,1,23,66.44,73.27921,79.33007,78.93784,45.23173,77.79669,1.9513
721,2025-144417,BSCS,76.45043,1,21,78.03,82.93531,97.37683,67.98272,41.00301,76.45043,1.63267
722,2025-105378,BSCS,80.59774,1,19,48.05,74.94236,81.87748,77.39065,44.70713,80.59774,1.93617
723,2025-281622,BSCS,77.26301,1,20,72.8,88.40832,95.68125,65.74309,48.83428,77.26301,1.61715
724,2025-499930,BSCS,80.28292,1,25,92.16,98.34024,98.74033,61.97374,45.33437,80.28292,1.37523
725,2025-193176,BSDSA,79.68007,1,18,71.8,100.0,80.00752,71.84996,40.67734,79.68007,1.67783
726,2025-494484,BSIT,75.89793,0,23,40.48,47.59497,78.02408,89.88236,34.21051,75.89793,2.30666
727,2025-857151,BSIT,80.31463,1,25,74.71,88.02678,87.00083,70.10725,50.0,80.31463,1.6679
728,2025-838651,BSCS,79.08058,1,19,67.47,86.4676,86.19122,73.32869,38.36911,79.08058,1.7388
729,2025-182028,BSCS,81.81864,1,18,64.92,88.67565,92.62361,68.73539,42.30732,81.81864,1.61033
730,2025-181037,BSIT,79.47197,1,18,68.83,75.7401,96.87994,69.6295,46.76963,79.47197,1.68465
731,2025-911148,BSIT,74.73615,0,25,40.09,96.22581,66.08164,81.83781,31.99734,74.73615,2.08108
732,2025-683404,BSCS,81.32954,1,22,63.48,76.19883,82.24476,77.31233,44.53556,81.32954,1.84828
733,2025-837297,BSIT,81.64679,1,19,81.66,97.14894,99.2687,63.28388,40.74283,81.64679,1.3986
734,2025-491227,BSCS,76.09497,1,19,56.02,94.36239,87.52063,71.97965,31.01208,76.09497,1.75325
735,2025-208183,BSIT,80.7726,1,23,71.74,94.99916,76.03066,76.01819,38.64851,80.7726,1.74832
736,2025-163803,BSCS,78.85051,1,25,73.27,95.97314,100.0,63.56815,39.93682,78.85051,1.47753
737,2025-554390,BSIT,80.42795,1,24,78.71,88.79086,96.07526,68.15386,38.17512,80.42795,1.53508
738,2025-560424,BSCS,79.31812,1,18,82.17,84.76617,90.32159,70.97863,44.48494,79.31812,1.64024
739,2025-625975,BSIT,81.17158,1,24,49.34,64.23805,94.69591,77.09668,33.78319,81.17158,1.85364
740,2025-797253,BSCS,82.36764,1,21,78.05,90.51616,89.18489,68.76069,50.0,82.36764,1.57557
741,2025-814743,BSIT,79.29201,1,18,53.83,75.98031,78.78016,80.40405,39.6259,79.29201,1.9628
742,2025-848282,BSIT,78.02102,1,19,51.82,77.30695,76.12714,83.97408,26.97513,78.02102,2.0124
743,2025-628653,BSCS,79.91046,1,22,97.11,97.36504,100.0,62.08495,46.68897,79.91046,1.35407
744,2025-479933,BSIT,79.56315,1,22,65.04,80.16622,97.09187,68.07697,50.0,79.56315,1.6604
745,2025-899242,BLIS,77.55206,1,24,46.48,80.60785,69.08807,84.23069,38.60047,77.55206,2.09933
